Date,Open,High,Low,Close,Volume,MA_7_Day,MA_20_Day,MA_50_Day,Daily_Return_Pct,Volatility_7Day,Price_Range,Volume_7Day_Avg,Stock
2022-05-25,1198.96,1208.83,1183.71,1188.49,12714544,1170.46,1179.07,1178.92,-0.0,0.03,25.12,15973706.0,RELIANCE.NS
2022-05-26,1194.13,1198.91,1159.37,1177.16,17882023,1174.22,1174.72,1180.63,-0.01,0.03,39.54,16163733.86,RELIANCE.NS
2022-05-27,1179.87,1185.37,1155.78,1171.7,16521973,1176.61,1169.16,1182.05,-0.0,0.03,29.6,16055903.14,RELIANCE.NS
2022-05-30,1189.86,1216.7,1180.39,1212.52,13853398,1188.63,1166.3,1184.79,0.03,0.03,36.31,15935086.0,RELIANCE.NS
2022-05-31,1201.87,1218.89,1190.18,1197.89,70620653,1189.17,1162.94,1186.88,-0.01,0.02,28.71,22910452.0,RELIANCE.NS
2022-06-01,1198.64,1208.15,1190.4,1198.27,9776989,1190.9,1161.57,1188.26,0.0,0.02,17.75,22128199.71,RELIANCE.NS
2022-06-02,1198.5,1243.3,1198.5,1239.59,22126569,1197.95,1163.47,1190.6,0.03,0.02,44.8,23356592.71,RELIANCE.NS
2022-06-03,1248.55,1281.93,1247.64,1264.71,23939791,1208.83,1167.08,1192.86,0.02,0.02,34.29,24960199.43,RELIANCE.NS
2022-06-06,1264.93,1280.4,1252.1,1259.27,11093152,1220.56,1172.75,1194.93,-0.0,0.02,28.3,23990360.71,RELIANCE.NS
2022-06-07,1260.34,1269.98,1252.22,1261.63,12358255,1233.41,1179.53,1196.7,0.0,0.02,17.77,23395543.86,RELIANCE.NS
2022-06-08,1261.63,1265.39,1235.95,1239.48,12479250,1237.26,1185.79,1197.87,-0.02,0.02,29.44,23199237.0,RELIANCE.NS
2022-06-09,1233.08,1275.4,1233.08,1273.46,17278305,1248.06,1194.87,1199.48,0.03,0.02,42.32,15578901.57,RELIANCE.NS
2022-06-10,1261.25,1269.44,1229.21,1235.02,18093057,1253.31,1201.41,1200.31,-0.03,0.02,40.22,16766911.29,RELIANCE.NS
2022-06-13,1205.78,1216.16,1190.45,1211.65,17620803,1249.32,1206.78,1200.22,-0.02,0.02,25.71,16123230.43,RELIANCE.NS
2022-06-14,1205.8,1215.72,1189.15,1195.82,14714312,1239.48,1209.03,1200.16,-0.01,0.02,26.57,14805304.86,RELIANCE.NS
2022-06-15,1191.02,1200.0,1175.93,1181.35,11195535,1228.34,1210.35,1199.62,-0.01,0.02,24.07,14819931.0,RELIANCE.NS
2022-06-16,1193.5,1209.9,1162.1,1164.83,17111475,1214.51,1212.17,1198.67,-0.01,0.02,47.8,15498962.43,RELIANCE.NS
2022-06-17,1164.83,1194.34,1163.06,1178.48,24457187,1205.8,1211.39,1198.35,0.01,0.02,31.28,17210096.29,RELIANCE.NS
2022-06-20,1185.31,1190.81,1147.13,1157.12,12066797,1189.18,1209.93,1197.65,-0.02,0.01,43.68,16465595.14,RELIANCE.NS
2022-06-21,1164.83,1180.03,1150.41,1175.8,11720049,1180.72,1209.21,1197.76,0.02,0.01,29.62,15555165.43,RELIANCE.NS
2022-06-22,1163.97,1164.06,1137.99,1140.08,10617206,1170.5,1206.79,1196.75,-0.03,0.02,26.07,14554651.57,RELIANCE.NS
2022-06-23,1144.38,1148.91,1112.5,1121.58,19446323,1159.89,1204.01,1195.43,-0.02,0.02,36.4,15230653.14,RELIANCE.NS
