Date,Open,High,Low,Close,Volume,MA_7_Day,MA_20_Day,MA_50_Day,Daily_Return_Pct,Volatility_7Day,Price_Range,Volume_7Day_Avg,Stock
2022-06-24,1128.43,1142.54,1122.97,1137.55,14240234,1153.63,1202.3,1194.88,0.01,0.02,19.57,15665610.14,RELIANCE.NS
2022-06-27,1157.98,1157.98,1129.14,1134.19,15474529,1149.26,1198.39,1194.34,-0.0,0.02,28.85,15431760.71,RELIANCE.NS
2022-06-28,1129.39,1152.98,1129.39,1150.13,13572847,1145.21,1196.0,1194.19,0.01,0.02,23.59,13876855.0,RELIANCE.NS
2022-06-29,1140.81,1181.67,1137.99,1174.0,19205146,1147.62,1194.79,1193.64,0.02,0.02,43.68,14896619.14,RELIANCE.NS
2022-06-30,1173.93,1190.27,1167.56,1181.05,23112959,1148.37,1191.86,1192.52,0.01,0.02,22.71,16524177.71,RELIANCE.NS
2022-07-01,1171.61,1179.39,1076.1,1095.99,81997149,1142.07,1183.42,1189.13,-0.07,0.03,103.29,26721312.43,RELIANCE.NS
2022-07-04,1082.45,1111.14,1076.6,1098.26,41857728,1138.74,1175.37,1185.99,0.0,0.03,34.54,29922941.71,RELIANCE.NS
2022-07-05,1102.49,1121.56,1099.81,1107.16,17647327,1134.4,1167.65,1183.6,0.01,0.03,21.75,30409669.29,RELIANCE.NS
2022-07-06,1101.17,1111.12,1086.57,1097.42,23943726,1129.14,1160.55,1180.29,-0.01,0.03,24.55,31619554.57,RELIANCE.NS
2022-07-07,1103.81,1107.16,1080.65,1086.61,23301033,1120.07,1151.2,1176.74,-0.01,0.03,26.5,33009295.43,RELIANCE.NS
2022-07-08,1100.22,1100.22,1084.09,1088.12,19010108,1107.8,1143.86,1172.84,0.0,0.03,16.13,32981432.86,RELIANCE.NS
2022-07-11,1081.34,1105.13,1078.38,1102.9,13847467,1096.64,1138.42,1169.51,0.01,0.03,26.75,31657791.14,RELIANCE.NS
2022-07-12,1093.85,1110.09,1093.85,1101.33,10778989,1097.4,1133.7,1166.23,-0.0,0.01,16.24,21483768.29,RELIANCE.NS
2022-07-13,1104.45,1107.5,1079.74,1081.81,14224132,1095.05,1128.72,1163.36,-0.02,0.01,27.76,17536111.71,RELIANCE.NS
2022-07-14,1086.57,1107.48,1081.54,1090.73,16970315,1092.7,1125.02,1161.14,0.01,0.01,25.94,17439395.71,RELIANCE.NS
2022-07-15,1098.85,1098.85,1084.34,1092.85,9603210,1092.05,1120.73,1159.15,0.0,0.01,14.51,15390750.57,RELIANCE.NS
2022-07-18,1101.58,1103.4,1088.53,1102.15,15160908,1094.27,1117.99,1158.27,0.01,0.01,14.88,14227875.57,RELIANCE.NS
2022-07-19,1092.17,1113.41,1092.17,1108.91,16439888,1097.24,1114.64,1157.93,0.01,0.01,21.25,13860701.29,RELIANCE.NS
2022-07-20,1155.73,1156.87,1131.27,1138.9,23924246,1102.38,1114.58,1158.42,0.03,0.01,25.59,15300241.14,RELIANCE.NS
2022-07-21,1134.8,1137.53,1122.65,1131.3,16523230,1106.66,1115.07,1159.21,-0.01,0.01,14.88,16120847.0,RELIANCE.NS
2022-07-22,1137.53,1144.95,1135.26,1138.94,10969995,1114.82,1115.14,1159.91,0.01,0.01,9.69,15655970.29,RELIANCE.NS
2022-07-25,1122.72,1122.72,1093.39,1101.31,23110452,1116.34,1113.49,1159.84,-0.03,0.02,29.33,16533132.71,RELIANCE.NS
2022-07-26,1101.63,1112.0,1097.19,1101.81,11303288,1117.62,1111.08,1158.86,0.0,0.02,14.81,16776001.0,RELIANCE.NS
2022-07-27,1101.11,1104.31,1092.94,1100.77,8655086,1117.42,1107.42,1157.78,-0.0,0.02,11.38,15846597.86,RELIANCE.NS
2022-07-28,1108.41,1122.95,1101.58,1118.01,12496073,1118.72,1104.26,1157.57,0.02,0.02,21.36,15283195.71,RELIANCE.NS
2022-07-29,1126.02,1145.31,1121.15,1141.83,15130683,1119.14,1106.56,1156.53,0.02,0.02,24.16,14026972.43,RELIANCE.NS
2022-08-01,1146.24,1177.46,1140.99,1171.59,15700044,1124.89,1110.22,1156.24,0.03,0.02,36.47,13909374.43,RELIANCE.NS
2022-08-02,1170.52,1186.58,1165.54,1176.05,13917913,1130.19,1113.67,1155.95,0.0,0.02,21.04,14330505.57,RELIANCE.NS
2022-08-03,1183.03,1187.58,1168.22,1185.92,14250977,1142.28,1118.09,1155.9,0.01,0.01,19.36,13064866.29,RELIANCE.NS
2022-08-04,1187.58,1191.11,1153.46,1170.25,14467127,1152.06,1122.27,1155.76,-0.01,0.01,37.65,13516843.29,RELIANCE.NS
2022-08-05,1172.11,1173.38,1149.79,1153.0,13942438,1159.52,1125.52,1155.39,-0.01,0.02,23.59,14272179.29,RELIANCE.NS
2022-08-08,1151.64,1175.55,1151.64,1168.08,10165178,1166.67,1128.78,1154.5,0.01,0.02,23.91,13939194.29,RELIANCE.NS
2022-08-10,1172.52,1178.44,1163.49,1175.07,10724688,1171.42,1132.46,1154.04,0.01,0.01,14.95,13309766.43,RELIANCE.NS
2022-08-11,1184.44,1187.54,1174.02,1178.98,8198226,1172.48,1137.32,1153.66,0.0,0.01,13.51,12238078.14,RELIANCE.NS
2022-08-12,1178.62,1201.85,1174.93,1198.05,12650587,1175.62,1142.69,1152.83,0.02,0.01,26.91,12057031.57,RELIANCE.NS
2022-08-16,1204.05,1209.1,1195.45,1206.37,6607378,1178.54,1148.36,1151.66,0.01,0.01,13.65,10965088.86,RELIANCE.NS
2022-08-17,1212.61,1218.02,1208.31,1212.68,6595965,1184.6,1153.89,1150.73,0.01,0.01,9.71,9840637.14,RELIANCE.NS
2022-08-18,1214.28,1218.39,1205.24,1214.87,7410035,1193.44,1159.19,1149.79,0.0,0.01,13.15,8907436.71,RELIANCE.NS
2022-08-19,1209.72,1215.06,1189.15,1193.21,9460724,1197.03,1161.9,1148.87,-0.02,0.01,25.91,8806800.43,RELIANCE.NS
2022-08-22,1194.65,1201.18,1180.5,1189.9,9471680,1199.15,1164.83,1147.2,-0.0,0.01,20.68,8627799.29,RELIANCE.NS
2022-08-23,1184.15,1211.18,1182.94,1208.26,9678484,1203.33,1168.3,1146.66,0.02,0.01,28.23,8839264.71,RELIANCE.NS
2022-08-24,1205.2,1218.85,1203.03,1205.04,10369622,1204.33,1173.49,1146.53,-0.0,0.01,15.82,8513412.57,RELIANCE.NS
2022-08-25,1209.24,1215.6,1197.21,1201.52,7871946,1203.64,1178.47,1146.64,-0.0,0.01,18.4,8694065.14,RELIANCE.NS
2022-08-26,1201.96,1209.72,1190.09,1195.11,10742038,1201.13,1183.19,1146.92,-0.01,0.01,19.63,9286361.29,RELIANCE.NS
2022-08-29,1180.04,1212.0,1176.87,1185.82,19838975,1196.98,1186.58,1147.34,-0.01,0.01,35.13,11061924.14,RELIANCE.NS
2022-08-30,1193.28,1207.55,1176.21,1204.22,23139054,1198.55,1189.7,1147.85,0.02,0.01,31.34,13015971.29,RELIANCE.NS
2022-09-01,1178.97,1189.15,1164.39,1168.81,19909939,1195.54,1189.56,1148.09,-0.03,0.02,24.76,14507151.14,RELIANCE.NS
2022-09-02,1168.81,1175.64,1152.97,1155.16,12999345,1187.95,1188.52,1147.67,-0.01,0.01,22.67,14981559.86,RELIANCE.NS
2022-09-05,1155.39,1178.45,1155.39,1173.11,11327815,1183.39,1187.88,1148.33,0.02,0.02,23.05,15118444.57,RELIANCE.NS
2022-09-06,1174.57,1189.63,1174.11,1185.45,10899618,1181.1,1188.64,1149.61,0.01,0.02,15.52,15550969.14,RELIANCE.NS
2022-09-07,1175.48,1184.56,1173.2,1178.56,7488501,1178.73,1189.91,1150.43,-0.01,0.02,11.37,15086178.14,RELIANCE.NS
2022-09-08,1181.53,1185.98,1173.65,1180.23,7057077,1177.93,1190.52,1151.35,0.0,0.02,12.33,13260192.71,RELIANCE.NS
2022-09-09,1191.46,1191.46,1170.46,1172.88,8314850,1173.46,1190.41,1151.81,-0.01,0.01,21.0,11142449.29,RELIANCE.NS
2022-09-12,1173.45,1192.37,1173.45,1186.0,7435419,1175.91,1190.76,1152.05,0.01,0.01,18.92,9360375.0,RELIANCE.NS
2022-09-13,1195.11,1200.45,1187.35,1195.91,8888657,1181.73,1190.66,1152.34,0.01,0.01,13.1,8773133.86,RELIANCE.NS
2022-09-14,1175.48,1191.46,1174.45,1181.57,8678219,1182.94,1189.42,1154.06,-0.01,0.01,17.0,8394620.14,RELIANCE.NS
2022-09-15,1179.13,1188.51,1167.15,1169.86,10365600,1180.72,1187.27,1155.49,-0.01,0.01,21.36,8318331.86,RELIANCE.NS
2022-09-16,1161.21,1165.44,1137.13,1140.88,20217708,1175.33,1183.57,1156.16,-0.02,0.01,28.3,10136790.0,RELIANCE.NS
2022-09-19,1140.88,1151.6,1132.73,1142.36,7580254,1169.92,1181.03,1157.06,0.0,0.01,18.88,10211529.57,RELIANCE.NS
2022-09-20,1151.49,1158.45,1138.82,1142.54,8411448,1165.59,1178.66,1158.18,0.0,0.01,19.63,10225329.29,RELIANCE.NS
2022-09-21,1139.76,1156.31,1138.96,1145.69,9207309,1159.83,1175.54,1159.33,0.0,0.01,17.35,10478456.43,RELIANCE.NS
2022-09-22,1134.85,1142.61,1128.51,1134.9,10308170,1151.11,1172.03,1159.97,-0.01,0.01,14.11,10681244.0,RELIANCE.NS
2022-09-23,1134.39,1139.39,1112.07,1113.62,9528051,1141.41,1167.63,1160.22,-0.02,0.01,27.32,10802648.57,RELIANCE.NS
2022-09-26,1092.88,1103.72,1084.25,1085.25,12479523,1129.32,1162.14,1160.29,-0.03,0.01,19.47,11104637.57,RELIANCE.NS
2022-09-27,1092.85,1107.46,1077.38,1093.88,16154822,1122.61,1157.54,1160.35,0.01,0.01,30.08,10524225.29,RELIANCE.NS
2022-09-28,1077.49,1085.55,1062.31,1064.76,16997059,1111.52,1150.57,1159.79,-0.03,0.01,23.24,11869483.14,RELIANCE.NS
2022-09-29,1077.33,1080.76,1055.88,1061.49,14671827,1099.94,1145.21,1158.97,-0.0,0.01,24.88,12763823.0,RELIANCE.NS
2022-09-30,1054.96,1096.5,1054.96,1085.43,18613024,1091.33,1141.72,1158.5,0.02,0.02,41.54,14107496.57,RELIANCE.NS
2022-10-03,1091.71,1103.33,1078.7,1081.67,11852723,1083.73,1137.15,1157.36,-0.0,0.02,24.63,14328147.0,RELIANCE.NS
2022-10-04,1094.59,1103.81,1091.1,1101.62,8948850,1082.01,1132.95,1156.77,0.02,0.02,12.71,14245404.0,RELIANCE.NS
2022-10-06,1108.83,1118.42,1103.88,1105.68,13352162,1084.93,1129.31,1156.1,0.0,0.02,14.54,14370066.71,RELIANCE.NS
2022-10-07,1102.28,1115.63,1102.28,1110.36,7714340,1087.29,1125.82,1156.28,0.0,0.02,13.35,13164283.57,RELIANCE.NS
2022-10-10,1097.87,1103.63,1090.11,1098.24,6329527,1092.07,1122.09,1156.21,-0.01,0.01,13.51,11640350.43,RELIANCE.NS
2022-10-11,1101.98,1101.98,1073.27,1076.37,9215177,1094.2,1116.6,1155.72,-0.02,0.02,28.71,10860829.0,RELIANCE.NS
2022-10-12,1073.68,1087.24,1069.62,1084.29,7417103,1094.03,1111.02,1155.05,0.01,0.01,17.62,9261411.71,RELIANCE.NS
2022-10-13,1082.54,1092.85,1077.38,1087.74,7328492,1094.9,1106.33,1153.97,0.0,0.01,15.48,8615093.0,RELIANCE.NS
2022-10-14,1102.44,1103.06,1081.49,1082.22,9106089,1092.13,1101.95,1152.18,-0.01,0.01,21.57,8637555.71,RELIANCE.NS
2022-10-17,1075.05,1101.98,1069.85,1099.59,16729355,1091.26,1099.89,1150.65,0.02,0.01,32.14,9120011.86,RELIANCE.NS
2022-10-18,1105.63,1124.35,1104.79,1118.99,12415820,1092.49,1098.72,1149.31,0.02,0.01,19.56,9791651.86,RELIANCE.NS
2022-10-19,1120.47,1153.96,1114.63,1138.46,19247142,1098.24,1098.51,1148.67,0.02,0.01,39.33,11637025.43,RELIANCE.NS
2022-10-20,1134.39,1149.92,1134.39,1141.52,8717053,1107.54,1098.3,1148.45,0.0,0.01,15.52,11565864.86,RELIANCE.NS
2022-10-21,1144.76,1148.91,1126.18,1128.28,8243452,1113.83,1097.97,1147.65,-0.01,0.01,22.73,11683914.71,RELIANCE.NS
2022-10-24,1122.98,1142.38,1120.84,1132.04,3370033,1120.15,1098.89,1146.79,0.0,0.01,21.55,11118420.57,RELIANCE.NS
2022-10-25,1140.79,1140.79,1112.94,1114.56,12233241,1124.78,1100.36,1145.5,-0.02,0.01,27.85,11565156.57,RELIANCE.NS
2022-10-27,1122.07,1126.84,1110.56,1118.94,12513059,1127.54,1101.61,1143.92,0.0,0.01,16.27,10962828.57,RELIANCE.NS
2022-10-28,1125.26,1157.22,1122.73,1153.18,17609592,1132.42,1106.03,1142.85,0.03,0.02,34.49,11704796.0,RELIANCE.NS
2022-10-31,1159.96,1169.07,1155.94,1163.88,12419943,1136.06,1111.15,1141.88,0.01,0.02,13.12,10729481.86,RELIANCE.NS
2022-11-01,1186.89,1186.89,1144.89,1154.87,13963166,1137.96,1114.62,1140.68,-0.01,0.02,42.0,11478926.57,RELIANCE.NS
2022-11-02,1155.99,1164.16,1148.09,1162.08,8981896,1142.79,1118.64,1140.06,0.01,0.01,16.07,11584418.57,RELIANCE.NS
2022-11-03,1154.87,1168.43,1152.68,1166.42,6693449,1147.7,1121.88,1139.59,0.0,0.01,15.75,12059192.29,RELIANCE.NS
2022-11-04,1165.85,1186.89,1164.57,1183.58,12575815,1157.56,1125.78,1139.09,0.01,0.01,22.32,12108131.43,RELIANCE.NS
2022-11-07,1182.78,1191.59,1175.02,1189.9,11789748,1167.7,1129.76,1138.79,0.01,0.01,16.57,12004801.29,RELIANCE.NS
2022-11-09,1191.59,1196.91,1182.35,1188.72,11254205,1172.78,1134.28,1138.53,-0.0,0.01,14.56,11096888.86,RELIANCE.NS
2022-11-10,1182.33,1185.32,1170.0,1174.34,5966242,1174.27,1139.18,1138.12,-0.01,0.01,15.32,10174931.57,RELIANCE.NS
2022-11-11,1186.89,1203.33,1181.41,1201.41,12310132,1180.92,1145.04,1138.43,0.02,0.01,21.91,9938783.86,RELIANCE.NS
2022-11-14,1200.93,1206.06,1189.24,1195.59,9043112,1185.71,1150.43,1138.26,-0.0,0.01,16.82,9947529.0,RELIANCE.NS
2022-11-15,1197.07,1198.94,1182.33,1190.22,7086433,1189.11,1155.83,1138.69,-0.0,0.01,16.62,10003669.57,RELIANCE.NS
2022-11-16,1191.46,1194.17,1178.38,1183.4,9716161,1189.08,1160.02,1139.25,-0.01,0.01,15.79,9595147.57,RELIANCE.NS
2022-11-17,1180.02,1192.83,1177.76,1186.46,6661451,1188.59,1163.39,1139.52,0.0,0.01,15.06,8862533.71,RELIANCE.NS
2022-11-18,1189.97,1191.0,1173.7,1185.82,5303197,1188.18,1165.76,1139.52,-0.0,0.01,17.3,8012389.71,RELIANCE.NS
2022-11-21,1181.41,1181.41,1160.92,1164.48,6390268,1186.77,1166.91,1139.24,-0.02,0.01,20.5,8072964.86,RELIANCE.NS
2022-11-22,1161.78,1172.51,1157.9,1170.94,6611488,1182.41,1169.04,1139.06,0.01,0.01,14.61,7258872.86,RELIANCE.NS
2022-11-23,1175.48,1176.8,1165.09,1167.28,6413408,1178.37,1170.8,1138.95,-0.0,0.01,11.71,6883200.86,RELIANCE.NS
2022-11-24,1171.37,1184.15,1163.24,1177.35,9389439,1176.53,1173.94,1138.77,0.01,0.01,20.91,7212201.71,RELIANCE.NS
2022-11-25,1181.87,1198.26,1178.72,1194.93,7349922,1178.18,1177.74,1138.75,0.01,0.01,19.54,6874167.57,RELIANCE.NS
2022-11-28,1190.95,1242.15,1142.15,1235.99,31527484,1185.25,1181.88,1139.84,0.03,0.02,100.0,10426458.0,RELIANCE.NS
2022-11-29,1234.34,1246.99,1229.8,1238.11,11058913,1192.72,1185.59,1141.21,0.0,0.02,17.19,11248703.14,RELIANCE.NS
2022-11-30,1238.25,1253.29,1231.72,1246.85,26164986,1204.49,1190.19,1143.33,0.01,0.01,21.57,14073662.86,RELIANCE.NS
2022-12-01,1251.62,1257.65,1239.84,1243.18,9485801,1214.81,1194.25,1145.34,-0.0,0.01,17.8,14484279.0,RELIANCE.NS
2022-12-02,1246.24,1254.45,1232.81,1242.65,11589592,1225.58,1198.06,1147.34,-0.0,0.01,21.64,15223733.86,RELIANCE.NS
2022-12-05,1238.02,1240.19,1222.5,1224.53,14828536,1232.32,1200.11,1148.92,-0.01,0.02,17.69,16000747.71,RELIANCE.NS
2022-12-06,1216.61,1231.17,1214.74,1228.07,8594245,1237.05,1202.01,1150.78,0.0,0.02,16.43,16178508.14,RELIANCE.NS
2022-12-07,1225.69,1230.26,1206.13,1209.94,8462111,1233.33,1203.08,1152.71,-0.01,0.01,24.13,12883454.86,RELIANCE.NS
2022-12-08,1214.28,1216.56,1205.2,1209.37,7757008,1229.23,1204.83,1155.19,-0.0,0.01,11.37,12411754.14,RELIANCE.NS
2022-12-09,1207.89,1214.28,1187.74,1191.05,12655763,1221.26,1204.31,1157.14,-0.02,0.01,26.55,10481865.14,RELIANCE.NS
2022-12-12,1180.27,1197.39,1180.04,1192.87,9479842,1214.07,1204.17,1159.7,0.0,0.01,17.35,10481013.86,RELIANCE.NS
2022-12-13,1192.87,1201.96,1189.95,1198.3,8333348,1207.73,1204.58,1162.43,0.0,0.01,12.01,10015836.14,RELIANCE.NS
2022-12-14,1204.08,1204.67,1191.91,1193.97,7268947,1203.37,1205.11,1164.61,-0.0,0.01,12.76,8935894.86,RELIANCE.NS
2022-12-15,1188.03,1193.74,1173.65,1177.01,8688551,1196.07,1204.63,1166.51,-0.01,0.01,20.09,8949367.14,RELIANCE.NS
2022-12-16,1173.65,1195.47,1167.79,1171.19,15837349,1190.54,1203.9,1167.9,-0.0,0.01,27.69,10002972.57,RELIANCE.NS
2022-12-19,1178.22,1188.72,1171.69,1186.57,7729933,1187.28,1205.01,1169.52,0.01,0.01,17.03,9999104.71,RELIANCE.NS
2022-12-20,1179.54,1198.76,1171.37,1196.84,7467588,1188.11,1206.3,1171.25,0.01,0.01,27.39,9257936.86,RELIANCE.NS
2022-12-21,1196.48,1201.96,1175.98,1179.82,8527550,1186.24,1206.93,1172.88,-0.01,0.01,25.97,9121895.14,RELIANCE.NS
2022-12-22,1185.98,1189.01,1171.71,1176.76,7451122,1183.16,1206.9,1174.89,-0.0,0.01,17.3,8995862.86,RELIANCE.NS
2022-12-23,1170.14,1182.55,1137.7,1142.25,10257115,1175.78,1204.27,1176.05,-0.03,0.01,44.85,9422744.0,RELIANCE.NS
2022-12-26,1147.97,1160.41,1137.77,1152.22,5990242,1172.23,1200.08,1177.34,0.01,0.02,22.64,9037271.29,RELIANCE.NS
2022-12-27,1154.94,1163.52,1148.2,1161.65,5763271,1170.87,1196.25,1178.93,0.01,0.02,15.32,7598117.29,RELIANCE.NS
2022-12-28,1158.59,1163.98,1151.06,1161.53,7459393,1167.29,1191.99,1180.17,-0.0,0.01,12.92,7559468.71,RELIANCE.NS
2022-12-29,1153.57,1163.56,1152.88,1161.01,6930648,1162.18,1187.88,1181.01,-0.0,0.01,10.68,7482763.0,RELIANCE.NS
2022-12-30,1161.83,1176.39,1160.0,1162.79,7289476,1159.74,1183.89,1181.49,0.0,0.01,16.39,7305895.29,RELIANCE.NS
2023-01-02,1164.07,1177.3,1163.24,1175.89,5316175,1159.62,1181.45,1182.18,0.01,0.01,14.06,7000902.86,RELIANCE.NS
2023-01-03,1170.94,1174.57,1163.06,1167.28,7658932,1163.2,1178.42,1182.96,-0.01,0.01,11.5,6629733.86,RELIANCE.NS
2023-01-04,1167.26,1169.11,1147.63,1149.71,9264891,1162.84,1175.4,1183.31,-0.02,0.01,21.48,7097540.86,RELIANCE.NS
2023-01-05,1151.97,1157.86,1143.07,1147.66,13637099,1160.84,1172.32,1183.98,-0.0,0.01,14.79,8222373.43,RELIANCE.NS
2023-01-06,1153.41,1163.13,1149.6,1158.09,6349597,1160.35,1170.67,1184.76,0.01,0.01,13.54,8063831.14,RELIANCE.NS
2023-01-09,1161.92,1187.8,1161.03,1185.43,10722753,1163.83,1170.3,1185.4,0.02,0.01,26.77,8605560.43,RELIANCE.NS
2023-01-10,1189.63,1189.63,1162.24,1167.9,8047142,1164.57,1168.78,1185.48,-0.01,0.01,27.39,8713798.43,RELIANCE.NS
2023-01-11,1165.21,1167.72,1150.87,1153.18,11509553,1161.32,1166.74,1185.45,-0.01,0.01,16.84,9598566.71,RELIANCE.NS
2023-01-12,1152.59,1156.08,1125.26,1128.28,17688773,1155.75,1164.3,1184.77,-0.02,0.02,30.81,11031401.14,RELIANCE.NS
2023-01-13,1122.25,1128.87,1111.39,1126.45,20618583,1152.43,1162.06,1183.98,-0.0,0.02,17.48,12653357.14,RELIANCE.NS
2023-01-16,1128.78,1131.95,1107.92,1115.72,13623855,1147.86,1158.52,1182.62,-0.01,0.02,24.03,12651465.14,RELIANCE.NS
2023-01-17,1122.07,1133.48,1118.69,1131.56,10751000,1144.08,1155.26,1181.45,0.01,0.02,14.79,13280237.0,RELIANCE.NS
2023-01-18,1129.14,1137.18,1123.14,1129.69,13448286,1136.11,1152.75,1180.27,-0.0,0.01,14.04,13669598.86,RELIANCE.NS
2023-01-19,1128.87,1132.64,1121.45,1128.48,11940054,1130.48,1150.34,1179.35,-0.0,0.01,11.18,14225729.14,RELIANCE.NS
2023-01-20,1129.83,1129.83,1112.6,1115.06,14930286,1125.04,1148.98,1177.63,-0.01,0.01,17.23,14714405.29,RELIANCE.NS
2023-01-23,1117.96,1125.81,1107.0,1109.42,10954118,1122.34,1146.84,1175.9,-0.01,0.01,18.81,13752311.71,RELIANCE.NS
2023-01-24,1113.85,1115.52,1089.82,1102.87,16488755,1118.97,1143.9,1174.16,-0.01,0.01,25.7,13162336.29,RELIANCE.NS
2023-01-25,1101.28,1102.3,1086.46,1087.63,12385018,1114.96,1140.21,1172.24,-0.01,0.01,15.84,12985359.57,RELIANCE.NS
2023-01-27,1088.47,1089.82,1055.26,1066.99,25830975,1105.74,1135.5,1169.85,-0.02,0.01,34.56,15139641.71,RELIANCE.NS
2023-01-30,1064.41,1082.76,1050.4,1077.22,21772103,1098.24,1131.23,1167.68,0.01,0.01,32.37,16328758.43,RELIANCE.NS
2023-01-31,1087.37,1089.95,1068.66,1074.52,22691594,1090.53,1126.16,1165.88,-0.0,0.01,21.3,17864692.71,RELIANCE.NS
2023-02-01,1086.44,1086.44,1052.22,1068.16,19347800,1083.83,1121.2,1163.83,-0.01,0.01,34.21,18495766.14,RELIANCE.NS
2023-02-02,1058.16,1071.85,1054.96,1062.24,13662663,1077.09,1116.83,1161.72,-0.01,0.01,16.89,18882701.14,RELIANCE.NS
2023-02-03,1072.31,1072.31,1046.75,1063.18,24699575,1071.42,1112.6,1159.44,0.0,0.01,25.56,20055675.43,RELIANCE.NS
2023-02-06,1056.79,1059.53,1052.59,1055.17,14837879,1066.78,1107.46,1156.65,-0.01,0.01,6.94,20406084.14,RELIANCE.NS
2023-02-07,1055.42,1062.45,1046.75,1052.64,15135435,1064.73,1100.82,1152.98,-0.0,0.01,15.7,18878149.86,RELIANCE.NS
2023-02-08,1055.88,1077.29,1053.14,1073.66,21160332,1064.22,1096.11,1149.69,0.02,0.01,24.15,18790754.0,RELIANCE.NS
2023-02-09,1074.34,1082.29,1065.46,1075.53,13172763,1064.37,1092.22,1146.26,0.0,0.01,16.82,17430921.0,RELIANCE.NS
2023-02-10,1075.0,1075.0,1059.67,1066.67,10790445,1064.16,1089.14,1142.73,-0.01,0.01,15.34,16208441.71,RELIANCE.NS
2023-02-13,1068.29,1072.77,1056.13,1060.6,10352493,1063.92,1085.85,1139.09,-0.01,0.01,16.64,15735560.29,RELIANCE.NS
2023-02-14,1063.61,1087.33,1060.74,1085.59,14321920,1067.12,1084.34,1136.31,0.02,0.01,26.59,14253038.14,RELIANCE.NS
2023-02-15,1084.64,1112.57,1083.27,1110.18,33503591,1074.98,1083.28,1133.96,0.02,0.01,29.31,16919568.43,RELIANCE.NS
2023-02-16,1118.17,1124.72,1107.03,1109.31,17264487,1083.08,1082.26,1131.94,-0.0,0.01,17.69,17223718.71,RELIANCE.NS
2023-02-17,1104.72,1117.28,1100.43,1113.94,11809520,1088.83,1081.53,1130.03,0.0,0.01,16.84,15887888.43,RELIANCE.NS
2023-02-20,1116.13,1118.3,1100.2,1102.17,8836937,1092.64,1080.88,1128.26,-0.01,0.01,18.1,15268484.71,RELIANCE.NS
2023-02-21,1106.55,1116.96,1101.23,1111.16,13311592,1098.99,1080.97,1126.62,0.01,0.01,15.73,15628648.57,RELIANCE.NS
2023-02-22,1107.44,1109.29,1084.2,1085.96,11024335,1102.62,1080.13,1124.38,-0.02,0.02,25.08,15724626.0,RELIANCE.NS
2023-02-23,1085.55,1093.2,1077.95,1080.76,9851910,1101.92,1079.78,1122.11,-0.0,0.01,15.25,15086053.14,RELIANCE.NS
2023-02-24,1082.81,1093.83,1080.98,1088.15,9434053,1098.78,1080.84,1120.33,0.01,0.01,12.85,11647547.71,RELIANCE.NS
2023-02-27,1087.38,1090.87,1073.54,1080.92,11199715,1094.72,1081.03,1118.53,-0.01,0.01,17.32,10781151.71,RELIANCE.NS
2023-02-28,1075.55,1080.53,1056.17,1060.24,21994038,1087.05,1080.31,1116.0,-0.02,0.01,24.35,12236082.86,RELIANCE.NS
2023-03-01,1070.03,1070.71,1060.56,1069.98,11551145,1082.45,1080.4,1113.47,0.01,0.01,10.16,12623826.86,RELIANCE.NS
2023-03-02,1066.83,1073.52,1059.8,1061.83,9333535,1075.4,1080.38,1111.11,-0.01,0.01,13.72,12055533.0,RELIANCE.NS
2023-03-03,1072.38,1092.6,1068.91,1088.93,14643807,1075.83,1081.67,1109.35,0.03,0.01,23.69,12572600.43,RELIANCE.NS
2023-03-06,1095.59,1106.82,1095.59,1099.56,10171916,1078.52,1083.89,1108.5,0.01,0.01,11.23,12618315.57,RELIANCE.NS
2023-03-08,1099.56,1104.27,1088.74,1103.51,15782657,1080.71,1086.43,1107.52,0.0,0.01,15.52,13525259.0,RELIANCE.NS
2023-03-09,1102.9,1103.31,1075.1,1076.99,16235128,1080.15,1086.6,1105.83,-0.02,0.02,28.21,14244603.71,RELIANCE.NS
2023-03-10,1068.89,1070.03,1056.81,1060.3,13334091,1080.16,1085.84,1103.8,-0.02,0.02,13.22,13007468.43,RELIANCE.NS
2023-03-13,1063.18,1070.03,1038.53,1042.87,12771592,1076.29,1084.65,1101.44,-0.02,0.02,31.5,13181818.0,RELIANCE.NS
2023-03-14,1040.81,1052.2,1035.81,1038.96,16027522,1073.02,1083.57,1098.96,-0.0,0.02,16.39,14138101.86,RELIANCE.NS
2023-03-15,1042.68,1049.17,1016.8,1021.21,21728555,1063.34,1080.35,1095.87,-0.02,0.01,32.37,15150208.71,RELIANCE.NS
2023-03-16,1023.92,1028.94,1005.3,1016.12,18363159,1051.42,1075.64,1092.85,-0.0,0.01,23.65,16320386.29,RELIANCE.NS
2023-03-17,1024.72,1028.01,1010.09,1014.84,34014213,1038.75,1070.92,1090.15,-0.0,0.01,17.92,18924894.29,RELIANCE.NS
2023-03-20,1011.14,1013.42,995.16,1004.86,19524589,1028.45,1065.47,1087.29,-0.01,0.01,18.26,19394817.29,RELIANCE.NS
2023-03-21,1012.94,1038.07,1012.05,1036.11,21400360,1024.99,1062.16,1084.85,0.03,0.02,26.02,20547141.43,RELIANCE.NS
2023-03-22,1043.09,1046.04,1036.25,1039.26,10920094,1024.48,1058.57,1081.93,0.0,0.02,9.79,20282641.71,RELIANCE.NS
